Item ID,Name,Slug,Archived,Draft,Team,Rank,Wins,Losses,Points,LSD
69b072ff03179375662bd691,Alpine Curling Club,alpine-curling-club,false,false,alpine,1,1,0,11,85123a3d8fe5490cc8ad7fe7b1d7e778
